,question,intent_question,history,conversation_id,document_url_question,domain_question,text_answer,intent_answer,domain_answer,question_id,title,description,ingredients,steps
692,What if I put the shake into the freezer instead of the fridge?,ask_question_recipe_steps,"student: Thank you for your help!  It's been great working with you! | teacher: You are very welcome! Enjoy your milkshake and the rest of your day! | student: Just curious, can the milkshake be prepared ahead of time and then refrigerated for a while? | teacher: Only for a few hours, otherwise the ice will melt. ",Wizard-of-Task-food-7,https://www.wholefoodsmarket.com/recipes/chocolate-peanut-banana-shake,food,"Good question.  Yes, you will want to submerge the tulle fabric completely in the dye mix so that it all gets covered with liquid.  ",answer_question_recipe_steps,diy,food-7-5,Chocolate-Peanut Banana Shake,"This refreshing milkshake makes the most of our favorite trio of sweet flavors: chocolate, peanut butter and banana.","['2 cups chocolate soymilk', '2 tablespoons creamy peanut butter', '1 banana, broken into chunks', '4 ice cubes', 'Pinch grated nutmeg or ground cinnamon, (optional)']","['Combine soymilk, peanut butter, banana and ice in a blender and blend until smooth.', 'Pour into 2 tall glasses and sprinkle with nutmeg.']"
693,Hi!  I've never made these before.  What ingredients will I need?,ask_question_ingredients_tools,,Wizard-of-Task-food-8,https://www.wholefoodsmarket.com/recipes/sangria,food,"In one step, you want to fully submerge it",answer_question_recipe_steps,diy,food-8-0,Sangria,"Save your best bottle of red wine for another day. For sangria, use a reasonably priced, reasonably good unoaked red with fruity, spicy notes. When peaches aren't in season, a ripe pear or an apple is a good substitute. We've added orange liqueur, which imparts a sweet, citrusy punch. You may omit it if you wish.","['1 (750.0-ml) bottle red wine', '1/2 cup orange juice', '1/4 cup orange liqueur, such as triple sec (optional)', '1/4 cup sugar', '1 small orange, thinly sliced', '1 small lemon, thinly sliced', '1 peach, pitted and diced', '1 cup lemon soda, chilled', 'Ice cubes for serving']","['Combine wine, orange juice, orange liqueur (if using) and sugar in a large pitcher and stir to dissolve sugar.&nbsp;', 'Stir in orange, lemon and peach.&nbsp;', 'Refrigerate until sangria is chilled and the flavors have blended, at least 2 hours or up to 8 hours.&nbsp;', 'Just before serving, gently stir in soda. Fill 4 glasses with ice and pour in sangria.']"
694,Are there any other steps? ,ask_question_recipe_steps,"student: Now that that's rested what do I do?  | teacher: I've shared the next step. It's pretty easy. Just stir in the soda and go from there. Salut! | student: Do you think I ought to garnish my drink with anything? | teacher: It's not required, but if you're feeling extra fancy a garnish never hurts!",Wizard-of-Task-food-8,https://www.wholefoodsmarket.com/recipes/sangria,food,"Absolutely, let's move on.  Once the tulle has simmered for 30 minutes, remove it and rise it with hot water.  When you finished dying the fabric, turn off the burner and take the tulle out of the water.  Be careful, the tulle fabric and the water will be hot!  See the attached instructions for more details.",answer_question_recipe_steps,diy,food-8-2,Sangria,"Save your best bottle of red wine for another day. For sangria, use a reasonably priced, reasonably good unoaked red with fruity, spicy notes. When peaches aren't in season, a ripe pear or an apple is a good substitute. We've added orange liqueur, which imparts a sweet, citrusy punch. You may omit it if you wish.","['1 (750.0-ml) bottle red wine', '1/2 cup orange juice', '1/4 cup orange liqueur, such as triple sec (optional)', '1/4 cup sugar', '1 small orange, thinly sliced', '1 small lemon, thinly sliced', '1 peach, pitted and diced', '1 cup lemon soda, chilled', 'Ice cubes for serving']","['Combine wine, orange juice, orange liqueur (if using) and sugar in a large pitcher and stir to dissolve sugar.&nbsp;', 'Stir in orange, lemon and peach.&nbsp;', 'Refrigerate until sangria is chilled and the flavors have blended, at least 2 hours or up to 8 hours.&nbsp;', 'Just before serving, gently stir in soda. Fill 4 glasses with ice and pour in sangria.']"
695,What would your recommend I garnish my drink with if I want one?,ask_question_ingredients_tools,"student: Do you think I ought to garnish my drink with anything? | teacher: It's not required, but if you're feeling extra fancy a garnish never hurts! | student: Are there any other steps?  | teacher: No, that's it. Nothing left to do but enjoy!",Wizard-of-Task-food-8,https://www.wholefoodsmarket.com/recipes/sangria,food,Yes put it in the bowl.  I have included the next step here to help you through the process.,answer_question_recipe_steps,diy,food-8-3,Sangria,"Save your best bottle of red wine for another day. For sangria, use a reasonably priced, reasonably good unoaked red with fruity, spicy notes. When peaches aren't in season, a ripe pear or an apple is a good substitute. We've added orange liqueur, which imparts a sweet, citrusy punch. You may omit it if you wish.","['1 (750.0-ml) bottle red wine', '1/2 cup orange juice', '1/4 cup orange liqueur, such as triple sec (optional)', '1/4 cup sugar', '1 small orange, thinly sliced', '1 small lemon, thinly sliced', '1 peach, pitted and diced', '1 cup lemon soda, chilled', 'Ice cubes for serving']","['Combine wine, orange juice, orange liqueur (if using) and sugar in a large pitcher and stir to dissolve sugar.&nbsp;', 'Stir in orange, lemon and peach.&nbsp;', 'Refrigerate until sangria is chilled and the flavors have blended, at least 2 hours or up to 8 hours.&nbsp;', 'Just before serving, gently stir in soda. Fill 4 glasses with ice and pour in sangria.']"
696,What ingredients do I need for the banana sundae?,ask_question_ingredients_tools,,Wizard-of-Task-food-9,https://www.wholefoodsmarket.com/recipes/banana-energy-sundae,food,You can put it right on the line to dry.,answer_question_recipe_steps,diy,food-9-0,Banana Energy Sundae,"Banana Sundaes for breakfast? Well, it might not be exactly what you had in mind, but this power-packed ""sundae"" comes loaded with nuts and seeds for a filling and very yummy breakfast. Our reader sent us this delicious recipe saying, ""I was looking for an energy breakfast that was quick yet gave me lots of good ingredients. I always buy the carob nut energy squares out of the bulk bins, so I began to add this to my banana and it just grew to this sundae. Enjoy!"" We found this dish especially tasty with almond milk, as it complements the crunch of the sprinkled cereal quite well. Use your choice of nut butter: peanut, almond or soy nut butters are great.","['1 banana', '1 tablespoon nut butter', '1 tablespoon toasted sesame seeds', '1 tablespoon ground flax seeds', '1 tablespoon chopped toasted pecans', '1/4 cup of your favorite whole grain, low sugar cereal', '1 tablespoon vegan carob chips', '1/2 cup blueberries, fresh or frozen and thawed', '1 tablespoon agave nectar, or to taste', 'Soy or almond milk to taste, optional']","['Cut the banana in half lengthwise.&nbsp;', 'Spread nut butter on each banana half and put it back together like a sandwich.&nbsp;', 'Sprinkle the banana with sesame seeds, flax, pecans and cereal.', '&nbsp;Top with carob, blueberries and agave nectar. Eat as is or with a splash of your favorite milk.']"
697,Should these other ingredients be sprinkled in a specific order?,ask_question_recipe_steps,student: THE RECIPE GIVEN WAS GOOD AND INFORMATIVE | teacher: I am glad the recipe was helpful. | student: What is the step I need to take next? | teacher: You need to sprinke the banana with some of the other ingredients - see attached. ,Wizard-of-Task-food-9,https://www.wholefoodsmarket.com/recipes/banana-energy-sundae,food,Make sure you take time to allow the clear coat to dry.,answer_question_recipe_steps,diy,food-9-2,Banana Energy Sundae,"Banana Sundaes for breakfast? Well, it might not be exactly what you had in mind, but this power-packed ""sundae"" comes loaded with nuts and seeds for a filling and very yummy breakfast. Our reader sent us this delicious recipe saying, ""I was looking for an energy breakfast that was quick yet gave me lots of good ingredients. I always buy the carob nut energy squares out of the bulk bins, so I began to add this to my banana and it just grew to this sundae. Enjoy!"" We found this dish especially tasty with almond milk, as it complements the crunch of the sprinkled cereal quite well. Use your choice of nut butter: peanut, almond or soy nut butters are great.","['1 banana', '1 tablespoon nut butter', '1 tablespoon toasted sesame seeds', '1 tablespoon ground flax seeds', '1 tablespoon chopped toasted pecans', '1/4 cup of your favorite whole grain, low sugar cereal', '1 tablespoon vegan carob chips', '1/2 cup blueberries, fresh or frozen and thawed', '1 tablespoon agave nectar, or to taste', 'Soy or almond milk to taste, optional']","['Cut the banana in half lengthwise.&nbsp;', 'Spread nut butter on each banana half and put it back together like a sandwich.&nbsp;', 'Sprinkle the banana with sesame seeds, flax, pecans and cereal.', '&nbsp;Top with carob, blueberries and agave nectar. Eat as is or with a splash of your favorite milk.']"
698,This might be a crazy question but is this dish Kosher? I have a Jewish friend and would like to serve this at a meal but want to be sensitive.,ask_question_recipe_steps,"student: Can you please answer my previous question?  I don't know what you're talking about. | teacher: Next pour the bean and corn mixture back into the pan and stir it all together.  | student: Great, should I cook this in this same pan? | teacher: Yes, you should cook this in the same pan. ",Wizard-of-Task-food-10,https://www.wholefoodsmarket.com/recipes/southwestern-matzoh-brei,food,You could make a homemade insecticide. I've attached how to do that.,answer_question_recipe_steps,diy,food-10-6,Southwestern Matzoh Brei,"A traditional Passover-week dish, this version of matzoh brei is reminiscent of Southwest favorite <em>migas</em>. Serve for breakfast or a light lunch, topped with a spoonful of your favorite fresh salsa. <a href=""https://www.youtube.com/watch?v=AoI8ulRHtHU"">Watch our how-to video</a>.","['2 matzoh crackers', '2 eggs', '1/4 teaspoon fine sea salt', '1/4 teaspoon ground black pepper', '2 teaspoons canola oil, divided', '4 green onions, finely sliced', '1/2 cup frozen corn', '1/2 cup no-salt-added pinto beans, drained and rinsed']","['In a medium bowl, beat eggs with salt and pepper.', 'Run matzoh, one piece at a time, under cold running water for 3 to 5 seconds each side.', 'Crumble into beaten eggs. Stir well and set aside.', 'Heat 1 teaspoon of the oil in a medium skillet over medium-high heat.', 'Add green onions, corn, and pinto beans.', 'Cook until golden brown and soft, about 5 minutes. Transfer to a bowl.', 'Add remaining oil to the skillet. Add matzoh and egg mixture and cook until lightly browned.', 'Stir gently like scrambled eggs or allow the mixture to set like an omelet.', 'Add bean and corn mixture back to the pan and stir to combine.']"
699,"Should this just be microwaved to warm up leftovers? That would probably be easiest, what do you think?",ask_question_recipe_steps,"student: Ok, you just made me very popular with my friend. What's next? | teacher: That's it! Once that's all mixed in to your liking, you're ready to serve! | student: Is it possible to serve this cold, or should it be hot? I'm partial to left overs. | teacher: Either cold or hot should be fine!",Wizard-of-Task-food-10,https://www.wholefoodsmarket.com/recipes/southwestern-matzoh-brei,food,You can use the boric acid solution that the last step just covered. Would you like to move on to the next step?,answer_question_recipe_steps,diy,food-10-8,Southwestern Matzoh Brei,"A traditional Passover-week dish, this version of matzoh brei is reminiscent of Southwest favorite <em>migas</em>. Serve for breakfast or a light lunch, topped with a spoonful of your favorite fresh salsa. <a href=""https://www.youtube.com/watch?v=AoI8ulRHtHU"">Watch our how-to video</a>.","['2 matzoh crackers', '2 eggs', '1/4 teaspoon fine sea salt', '1/4 teaspoon ground black pepper', '2 teaspoons canola oil, divided', '4 green onions, finely sliced', '1/2 cup frozen corn', '1/2 cup no-salt-added pinto beans, drained and rinsed']","['In a medium bowl, beat eggs with salt and pepper.', 'Run matzoh, one piece at a time, under cold running water for 3 to 5 seconds each side.', 'Crumble into beaten eggs. Stir well and set aside.', 'Heat 1 teaspoon of the oil in a medium skillet over medium-high heat.', 'Add green onions, corn, and pinto beans.', 'Cook until golden brown and soft, about 5 minutes. Transfer to a bowl.', 'Add remaining oil to the skillet. Add matzoh and egg mixture and cook until lightly browned.', 'Stir gently like scrambled eggs or allow the mixture to set like an omelet.', 'Add bean and corn mixture back to the pan and stir to combine.']"
700,What will I need to make this?  Thanks in advance for all the help!,ask_question_ingredients_tools,,Wizard-of-Task-food-11,https://www.wholefoodsmarket.com/recipes/huevos-rancheros,food,First you need to find out what the problem is. Do not drink the water until you have!,answer_question_recipe_steps,diy,food-11-0,Huevos Rancheros,"Bring some sunshine to your morning or surprise someone with breakfast in bed by preparing these ranch-style eggs in less than 10 minutes. Top this hot dish with grated cheese, chopped green onions, and sprigs of fresh cilantro, if you like.","['1 cup medium salsa', '4 eggs', '2 to 4 corn tortillas, warm', '1/8 teaspoon fine sea salt', '1 cup cooked black beans, hot', '1/8 teaspoon ground black pepper']","['Warm 1/2 cup salsa in a small nonstick pan, then use your spatula to clear two 3-inch circles in center of pan.&nbsp;', 'Carefully slide one egg from the shell into each circle.&nbsp;', 'Cook 3 to 5 minutes to desired firmness.', 'Place warm tortillas on a warmed plate and slide eggs and salsa onto tortillas.&nbsp;Repeat with remaining eggs and salsa.', 'Season with salt and pepper.&nbsp;', 'Spoon beans onto plates and serve.']"
701,Is there any way I can prepare my dish ahead of time and then reheat the eggs later?,ask_question_recipe_steps,student: Gotcha!  The salt and pepper has been applied.  Are we done now?  Or is there another step? | teacher: The last step is to spoon the beans onto the plates and then you are ready to serve! | student: I don't need to wait for the dish to cool? It's ready right away? | teacher: No need to wait for it to cool. Cold eggs don't generally taste good anyways :D. Saludo!,Wizard-of-Task-food-11,https://www.wholefoodsmarket.com/recipes/huevos-rancheros,food,"Yes, there are required because you will need to filter water before starting to fix the issue.",answer_question_recipe_steps,diy,food-11-3,Huevos Rancheros,"Bring some sunshine to your morning or surprise someone with breakfast in bed by preparing these ranch-style eggs in less than 10 minutes. Top this hot dish with grated cheese, chopped green onions, and sprigs of fresh cilantro, if you like.","['1 cup medium salsa', '4 eggs', '2 to 4 corn tortillas, warm', '1/8 teaspoon fine sea salt', '1 cup cooked black beans, hot', '1/8 teaspoon ground black pepper']","['Warm 1/2 cup salsa in a small nonstick pan, then use your spatula to clear two 3-inch circles in center of pan.&nbsp;', 'Carefully slide one egg from the shell into each circle.&nbsp;', 'Cook 3 to 5 minutes to desired firmness.', 'Place warm tortillas on a warmed plate and slide eggs and salsa onto tortillas.&nbsp;Repeat with remaining eggs and salsa.', 'Season with salt and pepper.&nbsp;', 'Spoon beans onto plates and serve.']"
702,"Hi, I'm not sure I know what I need in order to make this.  Can you help?",ask_question_ingredients_tools,,Wizard-of-Task-food-12,https://www.wholefoodsmarket.com/recipes/whole-grain-apple-waffles,food,Contact your water company to inquire and report your yellow water.,answer_question_recipe_steps,diy,food-12-0,Whole Grain Apple Waffles,"These nutritious waffles are dense and packed with flavor from vanilla and apples. The recipe can easily be doubled and any leftovers reheated in a toaster oven and served with yogurt, nuts, fresh fruit or unsweetened apple butter.","['1/4 cup cornmeal', '1/4 cup buckwheat flour', '1/2 cup brown rice flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon fine sea salt', '1/2 cup nonfat plain yogurt', '2 eggs', '1 tablespoon canola oil', '1 teaspoon gluten-free vanilla extract', '1 medium red apple, diced']","['Preheat a waffle iron.', 'In a large bowl, combine cornmeal, buckwheat and brown rice flours, baking powder, baking soda and salt.', 'In a separate bowl, whisk together yogurt, eggs, 2 tablespoons water, oil and vanilla.', 'Add to dry ingredients. Stir in apples.', 'Thin the batter, if necessary, with 1 tbsp of water at a time.', 'Scoop 1/3 cup of batter into the waffle maker and cook until golden brown and crisp.']"
703,Should I use yellow or white cornmeal?,ask_question_ingredients_tools,"student: Hi, I'm not sure I know what I need in order to make this.  Can you help? | teacher: A few ingredients include cornmeal, buckwheat flour, and rice flour. I've shared all the ingredients with you.",Wizard-of-Task-food-12,https://www.wholefoodsmarket.com/recipes/whole-grain-apple-waffles,food,Next if you don't live by a marsh we need to distinguish between yellow or greenish water. I've shared details here.,answer_question_recipe_steps,diy,food-12-1,Whole Grain Apple Waffles,"These nutritious waffles are dense and packed with flavor from vanilla and apples. The recipe can easily be doubled and any leftovers reheated in a toaster oven and served with yogurt, nuts, fresh fruit or unsweetened apple butter.","['1/4 cup cornmeal', '1/4 cup buckwheat flour', '1/2 cup brown rice flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon fine sea salt', '1/2 cup nonfat plain yogurt', '2 eggs', '1 tablespoon canola oil', '1 teaspoon gluten-free vanilla extract', '1 medium red apple, diced']","['Preheat a waffle iron.', 'In a large bowl, combine cornmeal, buckwheat and brown rice flours, baking powder, baking soda and salt.', 'In a separate bowl, whisk together yogurt, eggs, 2 tablespoons water, oil and vanilla.', 'Add to dry ingredients. Stir in apples.', 'Thin the batter, if necessary, with 1 tbsp of water at a time.', 'Scoop 1/3 cup of batter into the waffle maker and cook until golden brown and crisp.']"
704,Is a large wooden spoon a good tool to use while I'm mixing everything? I feel like it's taking a long time for the ingredients to combine.,ask_question_recipe_steps,"teacher: The color of the cornmeal is up to you, just make sure to use a quarter cup. | teacher: You can start by preheating the waffle iron. | student: Alright, the waffle iron is warming up.  What can I do while I wait for it? | teacher: You can mix the dry ingredients in a large bowl.",Wizard-of-Task-food-12,https://www.wholefoodsmarket.com/recipes/whole-grain-apple-waffles,food,While you are waiting on the plumber it is a good time to start filtering your water. I've included the details here.,answer_question_recipe_steps,diy,food-12-2,Whole Grain Apple Waffles,"These nutritious waffles are dense and packed with flavor from vanilla and apples. The recipe can easily be doubled and any leftovers reheated in a toaster oven and served with yogurt, nuts, fresh fruit or unsweetened apple butter.","['1/4 cup cornmeal', '1/4 cup buckwheat flour', '1/2 cup brown rice flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon fine sea salt', '1/2 cup nonfat plain yogurt', '2 eggs', '1 tablespoon canola oil', '1 teaspoon gluten-free vanilla extract', '1 medium red apple, diced']","['Preheat a waffle iron.', 'In a large bowl, combine cornmeal, buckwheat and brown rice flours, baking powder, baking soda and salt.', 'In a separate bowl, whisk together yogurt, eggs, 2 tablespoons water, oil and vanilla.', 'Add to dry ingredients. Stir in apples.', 'Thin the batter, if necessary, with 1 tbsp of water at a time.', 'Scoop 1/3 cup of batter into the waffle maker and cook until golden brown and crisp.']"
705,Isn't all vanilla supposed to be gluten free?,ask_question_ingredients_tools,"student: Is a large wooden spoon a good tool to use while I'm mixing everything? I feel like it's taking a long time for the ingredients to combine. | teacher: You could try a whisk instead, or a hand mixer. | student: The whisk worked. Thank you for the suggestion! What's next in the recipe? | teacher: Next get another bowl and mix rhe wet ingredients together. Here is the ingredients to add.",Wizard-of-Task-food-12,https://www.wholefoodsmarket.com/recipes/whole-grain-apple-waffles,food,"You can have your water tested if you want, I would also consider getting a purifier. I've shared the details here.",answer_question_recipe_steps,diy,food-12-3,Whole Grain Apple Waffles,"These nutritious waffles are dense and packed with flavor from vanilla and apples. The recipe can easily be doubled and any leftovers reheated in a toaster oven and served with yogurt, nuts, fresh fruit or unsweetened apple butter.","['1/4 cup cornmeal', '1/4 cup buckwheat flour', '1/2 cup brown rice flour', '1/2 teaspoon baking powder', '1/2 teaspoon baking soda', '1/4 teaspoon fine sea salt', '1/2 cup nonfat plain yogurt', '2 eggs', '1 tablespoon canola oil', '1 teaspoon gluten-free vanilla extract', '1 medium red apple, diced']","['Preheat a waffle iron.', 'In a large bowl, combine cornmeal, buckwheat and brown rice flours, baking powder, baking soda and salt.', 'In a separate bowl, whisk together yogurt, eggs, 2 tablespoons water, oil and vanilla.', 'Add to dry ingredients. Stir in apples.', 'Thin the batter, if necessary, with 1 tbsp of water at a time.', 'Scoop 1/3 cup of batter into the waffle maker and cook until golden brown and crisp.']"
706,What all ingredients will I need?,ask_question_ingredients_tools,"student: Is there any prep work I should do for this French toast recipe? | teacher: Yes, I have attached the first steps you should complete to prep for the recipe. | student: Why does the plate need to be warmed in advance? | teacher: Preheating a pan minimizes sticking.",Wizard-of-Task-food-13,https://www.wholefoodsmarket.com/recipes/vegan-almond-french-toast,food,Potted means it is grown in a container and not directly in the ground. If we are using container the next step is to take the plant out of the pot. The step is shared here.,answer_question_recipe_steps,diy,food-13-2,Vegan Almond French Toast,"Tofu combines with almond butter, cinnamon and almondmilk in this tasty egg- and dairy-free version of a well-loved classic. The toast browns best in a nonstick skillet. If you like, serve with a dollop of vanilla soy yogurt topped with sliced fresh strawberries for a scrumptious start to your day.","['1 cup unsweetened vanilla almondmilk', '2/3 cup mashed plain firm tofu (about 1/4 of a pound)', '2 tablespoons smooth almond butter', '1/4 teaspoon pure almond extract', '1/4 teaspoon ground cinnamon', '12 slices whole grain or white bread', '6 tablespoons lightly toasted slivered almonds', 'Powdered sugar, for sprinkling', 'Canola spray oil']","['Preheat the oven to 200&deg;F.', 'Place a large plate in the warm oven.', 'Combine almondmilk, tofu, almond butter, almond extract and cinnamon in a blender and blend until smooth.', 'Pour into a wide, shallow dish.', 'Lightly coat a nonstick skillet with spray oil and heat over medium-high heat.', 'Dip bread slices 1 at a time in almondmilk mixture, letting the excess drain off.', 'Place in the hot skillet and cook until just browned on the bottom, about 2 minutes.', 'Flip and brown the other side, about 2 minutes more.', 'Lower the heat to medium if needed to prevent burning.', 'Place French toast on the warmed plate in the oven while cooking remaining bread slices.', 'Garnish with almonds and a light sprinkling of powdered sugar.']"
707,Does the plate need to be made of a specific material?,ask_question_recipe_steps,"student: Why is the oven temperature supposed to be that low if this is a baked dish? | teacher: The oven is only meant for warming, not cooking. | student: The oven is preheated to 200 degrees F. What comes next? | teacher: Place a large plate in the oven,",Wizard-of-Task-food-13,https://www.wholefoodsmarket.com/recipes/vegan-almond-french-toast,food,At this point your trunk should be exposed to the half way point. What we are going to do now is cut the Yucca in half. I shared the steps and a diagram here.,answer_question_recipe_steps,diy,food-13-4,Vegan Almond French Toast,"Tofu combines with almond butter, cinnamon and almondmilk in this tasty egg- and dairy-free version of a well-loved classic. The toast browns best in a nonstick skillet. If you like, serve with a dollop of vanilla soy yogurt topped with sliced fresh strawberries for a scrumptious start to your day.","['1 cup unsweetened vanilla almondmilk', '2/3 cup mashed plain firm tofu (about 1/4 of a pound)', '2 tablespoons smooth almond butter', '1/4 teaspoon pure almond extract', '1/4 teaspoon ground cinnamon', '12 slices whole grain or white bread', '6 tablespoons lightly toasted slivered almonds', 'Powdered sugar, for sprinkling', 'Canola spray oil']","['Preheat the oven to 200&deg;F.', 'Place a large plate in the warm oven.', 'Combine almondmilk, tofu, almond butter, almond extract and cinnamon in a blender and blend until smooth.', 'Pour into a wide, shallow dish.', 'Lightly coat a nonstick skillet with spray oil and heat over medium-high heat.', 'Dip bread slices 1 at a time in almondmilk mixture, letting the excess drain off.', 'Place in the hot skillet and cook until just browned on the bottom, about 2 minutes.', 'Flip and brown the other side, about 2 minutes more.', 'Lower the heat to medium if needed to prevent burning.', 'Place French toast on the warmed plate in the oven while cooking remaining bread slices.', 'Garnish with almonds and a light sprinkling of powdered sugar.']"
708,I'm not sure what that means.  Please answer my last quesiton.,ask_question_recipe_steps,"student: The oven is preheated to 200 degrees F. What comes next? | teacher: Place a large plate in the oven, | student: Does the plate need to be made of a specific material? | teacher: As long as it",Wizard-of-Task-food-13,https://www.wholefoodsmarket.com/recipes/vegan-almond-french-toast,food,Yuccas are amazingly resilient so as you can see in this next step you can actually replant both the upper an lower halves of the yucca and they should both thrive! Be sure to see the attached information for more details.,answer_question_recipe_steps,diy,food-13-5,Vegan Almond French Toast,"Tofu combines with almond butter, cinnamon and almondmilk in this tasty egg- and dairy-free version of a well-loved classic. The toast browns best in a nonstick skillet. If you like, serve with a dollop of vanilla soy yogurt topped with sliced fresh strawberries for a scrumptious start to your day.","['1 cup unsweetened vanilla almondmilk', '2/3 cup mashed plain firm tofu (about 1/4 of a pound)', '2 tablespoons smooth almond butter', '1/4 teaspoon pure almond extract', '1/4 teaspoon ground cinnamon', '12 slices whole grain or white bread', '6 tablespoons lightly toasted slivered almonds', 'Powdered sugar, for sprinkling', 'Canola spray oil']","['Preheat the oven to 200&deg;F.', 'Place a large plate in the warm oven.', 'Combine almondmilk, tofu, almond butter, almond extract and cinnamon in a blender and blend until smooth.', 'Pour into a wide, shallow dish.', 'Lightly coat a nonstick skillet with spray oil and heat over medium-high heat.', 'Dip bread slices 1 at a time in almondmilk mixture, letting the excess drain off.', 'Place in the hot skillet and cook until just browned on the bottom, about 2 minutes.', 'Flip and brown the other side, about 2 minutes more.', 'Lower the heat to medium if needed to prevent burning.', 'Place French toast on the warmed plate in the oven while cooking remaining bread slices.', 'Garnish with almonds and a light sprinkling of powdered sugar.']"
709,"Ok, I'm happy to help if I can, what can I answer? Perhaps I pour this in the pyrex that is warmed?",ask_question_recipe_steps,"student: On which setting should I set the blender? I don't need the very highest one do I? I don't want to damage ingredients. | teacher: I don't believe you need the highest setting. Just use your best judgment and blend until the ingredients are smooth | student: Ok, where should I pour the mixture, what's next? | teacher: More information is needed so that the student knows what the next step is to this recipe",Wizard-of-Task-food-13,https://www.wholefoodsmarket.com/recipes/vegan-almond-french-toast,food,Here is an image on what the skirted look is like,answer_question_recipe_steps,diy,food-13-8,Vegan Almond French Toast,"Tofu combines with almond butter, cinnamon and almondmilk in this tasty egg- and dairy-free version of a well-loved classic. The toast browns best in a nonstick skillet. If you like, serve with a dollop of vanilla soy yogurt topped with sliced fresh strawberries for a scrumptious start to your day.","['1 cup unsweetened vanilla almondmilk', '2/3 cup mashed plain firm tofu (about 1/4 of a pound)', '2 tablespoons smooth almond butter', '1/4 teaspoon pure almond extract', '1/4 teaspoon ground cinnamon', '12 slices whole grain or white bread', '6 tablespoons lightly toasted slivered almonds', 'Powdered sugar, for sprinkling', 'Canola spray oil']","['Preheat the oven to 200&deg;F.', 'Place a large plate in the warm oven.', 'Combine almondmilk, tofu, almond butter, almond extract and cinnamon in a blender and blend until smooth.', 'Pour into a wide, shallow dish.', 'Lightly coat a nonstick skillet with spray oil and heat over medium-high heat.', 'Dip bread slices 1 at a time in almondmilk mixture, letting the excess drain off.', 'Place in the hot skillet and cook until just browned on the bottom, about 2 minutes.', 'Flip and brown the other side, about 2 minutes more.', 'Lower the heat to medium if needed to prevent burning.', 'Place French toast on the warmed plate in the oven while cooking remaining bread slices.', 'Garnish with almonds and a light sprinkling of powdered sugar.']"
710,"If I use Coconut oil Pam spray, will that be too overpowering? That's what I have on hand.",ask_question_ingredients_tools,"student: Ok, what's next? Baking? | teacher: Have you coated your skillet with oil yet?  | student: No, what type oil, and how much of it shall I use? | teacher: You'll want to use the spray oil of your choice and lightly coat it.",Wizard-of-Task-food-13,https://www.wholefoodsmarket.com/recipes/vegan-almond-french-toast,food,A tiny amount of dish soap will do. Just add a drop or two and mix with your water until you have bubbles. If you mat is so dirty that this won't work we are going to use a degreaser. The step is shared here.,answer_question_recipe_steps,diy,food-13-10,Vegan Almond French Toast,"Tofu combines with almond butter, cinnamon and almondmilk in this tasty egg- and dairy-free version of a well-loved classic. The toast browns best in a nonstick skillet. If you like, serve with a dollop of vanilla soy yogurt topped with sliced fresh strawberries for a scrumptious start to your day.","['1 cup unsweetened vanilla almondmilk', '2/3 cup mashed plain firm tofu (about 1/4 of a pound)', '2 tablespoons smooth almond butter', '1/4 teaspoon pure almond extract', '1/4 teaspoon ground cinnamon', '12 slices whole grain or white bread', '6 tablespoons lightly toasted slivered almonds', 'Powdered sugar, for sprinkling', 'Canola spray oil']","['Preheat the oven to 200&deg;F.', 'Place a large plate in the warm oven.', 'Combine almondmilk, tofu, almond butter, almond extract and cinnamon in a blender and blend until smooth.', 'Pour into a wide, shallow dish.', 'Lightly coat a nonstick skillet with spray oil and heat over medium-high heat.', 'Dip bread slices 1 at a time in almondmilk mixture, letting the excess drain off.', 'Place in the hot skillet and cook until just browned on the bottom, about 2 minutes.', 'Flip and brown the other side, about 2 minutes more.', 'Lower the heat to medium if needed to prevent burning.', 'Place French toast on the warmed plate in the oven while cooking remaining bread slices.', 'Garnish with almonds and a light sprinkling of powdered sugar.']"
